,data,labels
6053,Morning Captain Wang How are you doing on this beautiful day? I look forward to giving you any assistance you need today.,101
6054,Morning Captain  How are you doing on this beautiful day? I look forward to giving you any assistance you need today.,101
6055,Morning Commander How are you doing on this beautiful day? I look forward to giving you any assistance you need today.,101
6056,Morning How are you doing this evening? I look forward to giving you any assistance you need today.,101
6057,Morning Captain Wang How are you doing this evening? I look forward to giving you any assistance you need today.,101
6058,Morning Captain  How are you doing this evening? I look forward to giving you any assistance you need today.,101
6059,Morning Commander How are you doing this evening? I look forward to giving you any assistance you need today.,101
6060,Morning How are you today? I look forward to giving you any assistance you need today.,101
6061,Morning Captain Wang How are you today? I look forward to giving you any assistance you need today.,101
6062,Morning Captain  How are you today? I look forward to giving you any assistance you need today.,101
6063,Morning Commander How are you today? I look forward to giving you any assistance you need today.,101
6064,Morning How are you doing this fine day? I look forward to giving you any assistance you need today.,101
6065,Morning Captain Wang How are you doing this fine day? I look forward to giving you any assistance you need today.,101
6066,Morning Captain  How are you doing this fine day? I look forward to giving you any assistance you need today.,101
6067,Morning Commander How are you doing this fine day? I look forward to giving you any assistance you need today.,101
6068,Morning How are you? I look forward to giving you any assistance you need today.,101
6069,Morning Captain Wang How are you? I look forward to giving you any assistance you need today.,101
6070,Morning Captain  How are you? I look forward to giving you any assistance you need today.,101
6071,Morning Commander How are you? I look forward to giving you any assistance you need today.,101
6072,Morning How are you doing today sir? I look forward to giving you any assistance you need today.,101
6073,Morning Captain Wang How are you doing today sir? I look forward to giving you any assistance you need today.,101
6074,Morning Captain  How are you doing today sir? I look forward to giving you any assistance you need today.,101
6075,Morning Commander How are you doing today sir? I look forward to giving you any assistance you need today.,101
6076,Morning I trust you are doing well today? I look forward to giving you any assistance you need today.,101
6077,Morning Captain Wang I trust you are doing well today? I look forward to giving you any assistance you need today.,101
6078,Morning Captain  I trust you are doing well today? I look forward to giving you any assistance you need today.,101
6079,Morning Commander I trust you are doing well today? I look forward to giving you any assistance you need today.,101
6080,Morning How are you and your soldiers faring today? I look forward to giving you any assistance you need today.,101
6081,Morning Captain Wang How are you and your soldiers faring today? I look forward to giving you any assistance you need today.,101
6082,Morning Captain  How are you and your soldiers faring today? I look forward to giving you any assistance you need today.,101
6083,Morning Commander How are you and your soldiers faring today? I look forward to giving you any assistance you need today.,101
6084,Morning How was your trip? I look forward to giving you any assistance you need today.,101
6085,Morning Captain Wang How was your trip? I look forward to giving you any assistance you need today.,101
6086,Morning Captain  How was your trip? I look forward to giving you any assistance you need today.,101
6087,Morning Commander How was your trip? I look forward to giving you any assistance you need today.,101
6088,Morning I hope you are well. I look forward to giving you any assistance you need today.,101
6089,Morning Captain Wang I hope you are well. I look forward to giving you any assistance you need today.,101
6090,Morning Captain  I hope you are well. I look forward to giving you any assistance you need today.,101
6091,Morning Commander I hope you are well. I look forward to giving you any assistance you need today.,101
6092,Morning how are you feeling today? I look forward to giving you any assistance you need today.,101
6093,Morning Captain Wang how are you feeling today? I look forward to giving you any assistance you need today.,101
6094,Morning Captain  how are you feeling today? I look forward to giving you any assistance you need today.,101
6095,Morning Commander how are you feeling today? I look forward to giving you any assistance you need today.,101
6096,Morning How have you been? I look forward to giving you any assistance you need today.,101
6097,Morning Captain Wang How have you been? I look forward to giving you any assistance you need today.,101
6098,Morning Captain  How have you been? I look forward to giving you any assistance you need today.,101
6099,Morning Commander How have you been? I look forward to giving you any assistance you need today.,101
6100,Morning I hope all is well with your company. I look forward to giving you any assistance you need today.,101
6101,Morning Captain Wang I hope all is well with your company. I look forward to giving you any assistance you need today.,101
6102,Morning Captain  I hope all is well with your company. I look forward to giving you any assistance you need today.,101
6103,Morning Commander I hope all is well with your company. I look forward to giving you any assistance you need today.,101
6104,Morning Is everything alright? I look forward to giving you any assistance you need today.,101
6105,Morning Captain Wang Is everything alright? I look forward to giving you any assistance you need today.,101
6106,Morning Captain  Is everything alright? I look forward to giving you any assistance you need today.,101
6107,Morning Commander Is everything alright? I look forward to giving you any assistance you need today.,101
6108,Morning How was your travel to get here? I look forward to giving you any assistance you need today.,101
6109,Morning Captain Wang How was your travel to get here? I look forward to giving you any assistance you need today.,101
6110,Morning Captain  How was your travel to get here? I look forward to giving you any assistance you need today.,101
6111,Morning Commander How was your travel to get here? I look forward to giving you any assistance you need today.,101
6112,Morning Is everything going well for you so far? I look forward to giving you any assistance you need today.,101
6113,Morning Captain Wang Is everything going well for you so far? I look forward to giving you any assistance you need today.,101
6114,Morning Captain  Is everything going well for you so far? I look forward to giving you any assistance you need today.,101
6115,Morning Commander Is everything going well for you so far? I look forward to giving you any assistance you need today.,101
6116,Morning How are you fairing? I look forward to giving you any assistance you need today.,101
6117,Morning Captain Wang How are you fairing? I look forward to giving you any assistance you need today.,101
6118,Morning Captain  How are you fairing? I look forward to giving you any assistance you need today.,101
6119,Morning Commander How are you fairing? I look forward to giving you any assistance you need today.,101
6120,Morning hope you are doing good I look forward to giving you any assistance you need today.,101
6121,Morning Captain Wang hope you are doing good I look forward to giving you any assistance you need today.,101
6122,Morning Captain  hope you are doing good I look forward to giving you any assistance you need today.,101
6123,Morning Commander hope you are doing good I look forward to giving you any assistance you need today.,101
6124,"Morning How are you fairing this morning, I look forward to giving you any assistance you need today.",101
6125,"Morning Captain Wang How are you fairing this morning, I look forward to giving you any assistance you need today.",101
6126,"Morning Captain  How are you fairing this morning, I look forward to giving you any assistance you need today.",101
6127,"Morning Commander How are you fairing this morning, I look forward to giving you any assistance you need today.",101
6128,"Morning How are you fairing this morning, I look forward to giving you any assistance you need today.",101
6129,"Morning Captain Wang How are you fairing this morning, I look forward to giving you any assistance you need today.",101
6130,"Morning Captain  How are you fairing this morning, I look forward to giving you any assistance you need today.",101
6131,"Morning Commander How are you fairing this morning, I look forward to giving you any assistance you need today.",101
6132,Morning it's always a pleasure to see you and I am delighted we will be working together.,111
6133,Morning Captain Wang it's always a pleasure to see you and I am delighted we will be working together.,111
6134,Morning Captain  it's always a pleasure to see you and I am delighted we will be working together.,111
6135,Morning Commander it's always a pleasure to see you and I am delighted we will be working together.,111
6136,Morning How are you doing on this beautiful day? it's always a pleasure to see you and I am delighted we will be working together.,101
6137,Morning Captain Wang How are you doing on this beautiful day? it's always a pleasure to see you and I am delighted we will be working together.,101
6138,Morning Captain  How are you doing on this beautiful day? it's always a pleasure to see you and I am delighted we will be working together.,101
6139,Morning Commander How are you doing on this beautiful day? it's always a pleasure to see you and I am delighted we will be working together.,101
6140,Morning How are you doing this evening? it's always a pleasure to see you and I am delighted we will be working together.,101
6141,Morning Captain Wang How are you doing this evening? it's always a pleasure to see you and I am delighted we will be working together.,101
6142,Morning Captain  How are you doing this evening? it's always a pleasure to see you and I am delighted we will be working together.,101
6143,Morning Commander How are you doing this evening? it's always a pleasure to see you and I am delighted we will be working together.,101
6144,Morning How are you today? it's always a pleasure to see you and I am delighted we will be working together.,101
6145,Morning Captain Wang How are you today? it's always a pleasure to see you and I am delighted we will be working together.,101
6146,Morning Captain  How are you today? it's always a pleasure to see you and I am delighted we will be working together.,101
6147,Morning Commander How are you today? it's always a pleasure to see you and I am delighted we will be working together.,101
6148,Morning How are you doing this fine day? it's always a pleasure to see you and I am delighted we will be working together.,101
6149,Morning Captain Wang How are you doing this fine day? it's always a pleasure to see you and I am delighted we will be working together.,101
6150,Morning Captain  How are you doing this fine day? it's always a pleasure to see you and I am delighted we will be working together.,101
6151,Morning Commander How are you doing this fine day? it's always a pleasure to see you and I am delighted we will be working together.,101
6152,Morning How are you? it's always a pleasure to see you and I am delighted we will be working together.,101
6153,Morning Captain Wang How are you? it's always a pleasure to see you and I am delighted we will be working together.,101
6154,Morning Captain  How are you? it's always a pleasure to see you and I am delighted we will be working together.,101
6155,Morning Commander How are you? it's always a pleasure to see you and I am delighted we will be working together.,101
6156,Morning How are you doing today sir? it's always a pleasure to see you and I am delighted we will be working together.,101
6157,Morning Captain Wang How are you doing today sir? it's always a pleasure to see you and I am delighted we will be working together.,101
6158,Morning Captain  How are you doing today sir? it's always a pleasure to see you and I am delighted we will be working together.,101
6159,Morning Commander How are you doing today sir? it's always a pleasure to see you and I am delighted we will be working together.,101
6160,Morning I trust you are doing well today? it's always a pleasure to see you and I am delighted we will be working together.,101
6161,Morning Captain Wang I trust you are doing well today? it's always a pleasure to see you and I am delighted we will be working together.,101
6162,Morning Captain  I trust you are doing well today? it's always a pleasure to see you and I am delighted we will be working together.,101
6163,Morning Commander I trust you are doing well today? it's always a pleasure to see you and I am delighted we will be working together.,101
6164,Morning How are you and your soldiers faring today? it's always a pleasure to see you and I am delighted we will be working together.,101
6165,Morning Captain Wang How are you and your soldiers faring today? it's always a pleasure to see you and I am delighted we will be working together.,101
6166,Morning Captain  How are you and your soldiers faring today? it's always a pleasure to see you and I am delighted we will be working together.,101
6167,Morning Commander How are you and your soldiers faring today? it's always a pleasure to see you and I am delighted we will be working together.,101
6168,Morning How was your trip? it's always a pleasure to see you and I am delighted we will be working together.,101
6169,Morning Captain Wang How was your trip? it's always a pleasure to see you and I am delighted we will be working together.,101
6170,Morning Captain  How was your trip? it's always a pleasure to see you and I am delighted we will be working together.,101
6171,Morning Commander How was your trip? it's always a pleasure to see you and I am delighted we will be working together.,101
6172,Morning I hope you are well. it's always a pleasure to see you and I am delighted we will be working together.,101
6173,Morning Captain Wang I hope you are well. it's always a pleasure to see you and I am delighted we will be working together.,101
6174,Morning Captain  I hope you are well. it's always a pleasure to see you and I am delighted we will be working together.,101
6175,Morning Commander I hope you are well. it's always a pleasure to see you and I am delighted we will be working together.,101
6176,Morning how are you feeling today? it's always a pleasure to see you and I am delighted we will be working together.,101
6177,Morning Captain Wang how are you feeling today? it's always a pleasure to see you and I am delighted we will be working together.,101
6178,Morning Captain  how are you feeling today? it's always a pleasure to see you and I am delighted we will be working together.,101
6179,Morning Commander how are you feeling today? it's always a pleasure to see you and I am delighted we will be working together.,101
6180,Morning How have you been? it's always a pleasure to see you and I am delighted we will be working together.,101
6181,Morning Captain Wang How have you been? it's always a pleasure to see you and I am delighted we will be working together.,101
6182,Morning Captain  How have you been? it's always a pleasure to see you and I am delighted we will be working together.,101
6183,Morning Commander How have you been? it's always a pleasure to see you and I am delighted we will be working together.,101
6184,Morning I hope all is well with your company. it's always a pleasure to see you and I am delighted we will be working together.,101
6185,Morning Captain Wang I hope all is well with your company. it's always a pleasure to see you and I am delighted we will be working together.,101
6186,Morning Captain  I hope all is well with your company. it's always a pleasure to see you and I am delighted we will be working together.,101
6187,Morning Commander I hope all is well with your company. it's always a pleasure to see you and I am delighted we will be working together.,101
6188,Morning Is everything alright? it's always a pleasure to see you and I am delighted we will be working together.,101
6189,Morning Captain Wang Is everything alright? it's always a pleasure to see you and I am delighted we will be working together.,101
6190,Morning Captain  Is everything alright? it's always a pleasure to see you and I am delighted we will be working together.,101
6191,Morning Commander Is everything alright? it's always a pleasure to see you and I am delighted we will be working together.,101
6192,Morning How was your travel to get here? it's always a pleasure to see you and I am delighted we will be working together.,101
6193,Morning Captain Wang How was your travel to get here? it's always a pleasure to see you and I am delighted we will be working together.,101
6194,Morning Captain  How was your travel to get here? it's always a pleasure to see you and I am delighted we will be working together.,101
6195,Morning Commander How was your travel to get here? it's always a pleasure to see you and I am delighted we will be working together.,101
6196,Morning Is everything going well for you so far? it's always a pleasure to see you and I am delighted we will be working together.,101
6197,Morning Captain Wang Is everything going well for you so far? it's always a pleasure to see you and I am delighted we will be working together.,101
6198,Morning Captain  Is everything going well for you so far? it's always a pleasure to see you and I am delighted we will be working together.,101
6199,Morning Commander Is everything going well for you so far? it's always a pleasure to see you and I am delighted we will be working together.,101
6200,Morning How are you fairing? it's always a pleasure to see you and I am delighted we will be working together.,101
6201,Morning Captain Wang How are you fairing? it's always a pleasure to see you and I am delighted we will be working together.,101
6202,Morning Captain  How are you fairing? it's always a pleasure to see you and I am delighted we will be working together.,101
6203,Morning Commander How are you fairing? it's always a pleasure to see you and I am delighted we will be working together.,101
6204,Morning hope you are doing good it's always a pleasure to see you and I am delighted we will be working together.,101
6205,Morning Captain Wang hope you are doing good it's always a pleasure to see you and I am delighted we will be working together.,101
6206,Morning Captain  hope you are doing good it's always a pleasure to see you and I am delighted we will be working together.,101
6207,Morning Commander hope you are doing good it's always a pleasure to see you and I am delighted we will be working together.,101
6208,"Morning How are you fairing this morning, it's always a pleasure to see you and I am delighted we will be working together.",101
6209,"Morning Captain Wang How are you fairing this morning, it's always a pleasure to see you and I am delighted we will be working together.",101
6210,"Morning Captain  How are you fairing this morning, it's always a pleasure to see you and I am delighted we will be working together.",101
6211,"Morning Commander How are you fairing this morning, it's always a pleasure to see you and I am delighted we will be working together.",101
6212,"Morning How are you fairing this morning, it's always a pleasure to see you and I am delighted we will be working together.",101
6213,"Morning Captain Wang How are you fairing this morning, it's always a pleasure to see you and I am delighted we will be working together.",101
6214,"Morning Captain  How are you fairing this morning, it's always a pleasure to see you and I am delighted we will be working together.",101
6215,"Morning Commander How are you fairing this morning, it's always a pleasure to see you and I am delighted we will be working together.",101
6216,"Morning I look forward to working with you, sir.",111
6217,"Morning Captain Wang I look forward to working with you, sir.",111
6218,"Morning Captain  I look forward to working with you, sir.",111
6219,"Morning Commander I look forward to working with you, sir.",111
6220,"Morning How are you doing on this beautiful day? I look forward to working with you, sir.",101
6221,"Morning Captain Wang How are you doing on this beautiful day? I look forward to working with you, sir.",101
6222,"Morning Captain  How are you doing on this beautiful day? I look forward to working with you, sir.",101
6223,"Morning Commander How are you doing on this beautiful day? I look forward to working with you, sir.",101
6224,"Morning How are you doing this evening? I look forward to working with you, sir.",101
6225,"Morning Captain Wang How are you doing this evening? I look forward to working with you, sir.",101
6226,"Morning Captain  How are you doing this evening? I look forward to working with you, sir.",101
6227,"Morning Commander How are you doing this evening? I look forward to working with you, sir.",101
6228,"Morning How are you today? I look forward to working with you, sir.",101
6229,"Morning Captain Wang How are you today? I look forward to working with you, sir.",101
6230,"Morning Captain  How are you today? I look forward to working with you, sir.",101
6231,"Morning Commander How are you today? I look forward to working with you, sir.",101
6232,"Morning How are you doing this fine day? I look forward to working with you, sir.",101
6233,"Morning Captain Wang How are you doing this fine day? I look forward to working with you, sir.",101
6234,"Morning Captain  How are you doing this fine day? I look forward to working with you, sir.",101
6235,"Morning Commander How are you doing this fine day? I look forward to working with you, sir.",101
6236,"Morning How are you? I look forward to working with you, sir.",101
6237,"Morning Captain Wang How are you? I look forward to working with you, sir.",101
6238,"Morning Captain  How are you? I look forward to working with you, sir.",101
6239,"Morning Commander How are you? I look forward to working with you, sir.",101
6240,"Morning How are you doing today sir? I look forward to working with you, sir.",101
6241,"Morning Captain Wang How are you doing today sir? I look forward to working with you, sir.",101
6242,"Morning Captain  How are you doing today sir? I look forward to working with you, sir.",101
6243,"Morning Commander How are you doing today sir? I look forward to working with you, sir.",101
6244,"Morning I trust you are doing well today? I look forward to working with you, sir.",101
6245,"Morning Captain Wang I trust you are doing well today? I look forward to working with you, sir.",101
6246,"Morning Captain  I trust you are doing well today? I look forward to working with you, sir.",101
6247,"Morning Commander I trust you are doing well today? I look forward to working with you, sir.",101
6248,"Morning How are you and your soldiers faring today? I look forward to working with you, sir.",101
6249,"Morning Captain Wang How are you and your soldiers faring today? I look forward to working with you, sir.",101
6250,"Morning Captain  How are you and your soldiers faring today? I look forward to working with you, sir.",101
6251,"Morning Commander How are you and your soldiers faring today? I look forward to working with you, sir.",101
6252,"Morning How was your trip? I look forward to working with you, sir.",101
6253,"Morning Captain Wang How was your trip? I look forward to working with you, sir.",101
6254,"Morning Captain  How was your trip? I look forward to working with you, sir.",101
6255,"Morning Commander How was your trip? I look forward to working with you, sir.",101
6256,"Morning I hope you are well. I look forward to working with you, sir.",101
6257,"Morning Captain Wang I hope you are well. I look forward to working with you, sir.",101
6258,"Morning Captain  I hope you are well. I look forward to working with you, sir.",101
6259,"Morning Commander I hope you are well. I look forward to working with you, sir.",101
6260,"Morning how are you feeling today? I look forward to working with you, sir.",101
6261,"Morning Captain Wang how are you feeling today? I look forward to working with you, sir.",101
6262,"Morning Captain  how are you feeling today? I look forward to working with you, sir.",101
6263,"Morning Commander how are you feeling today? I look forward to working with you, sir.",101
6264,"Morning How have you been? I look forward to working with you, sir.",101
6265,"Morning Captain Wang How have you been? I look forward to working with you, sir.",101
6266,"Morning Captain  How have you been? I look forward to working with you, sir.",101
6267,"Morning Commander How have you been? I look forward to working with you, sir.",101
6268,"Morning I hope all is well with your company. I look forward to working with you, sir.",101
6269,"Morning Captain Wang I hope all is well with your company. I look forward to working with you, sir.",101
6270,"Morning Captain  I hope all is well with your company. I look forward to working with you, sir.",101
6271,"Morning Commander I hope all is well with your company. I look forward to working with you, sir.",101
6272,"Morning Is everything alright? I look forward to working with you, sir.",101
6273,"Morning Captain Wang Is everything alright? I look forward to working with you, sir.",101
6274,"Morning Captain  Is everything alright? I look forward to working with you, sir.",101
6275,"Morning Commander Is everything alright? I look forward to working with you, sir.",101
6276,"Morning How was your travel to get here? I look forward to working with you, sir.",101
6277,"Morning Captain Wang How was your travel to get here? I look forward to working with you, sir.",101
6278,"Morning Captain  How was your travel to get here? I look forward to working with you, sir.",101
6279,"Morning Commander How was your travel to get here? I look forward to working with you, sir.",101
6280,"Morning Is everything going well for you so far? I look forward to working with you, sir.",101
6281,"Morning Captain Wang Is everything going well for you so far? I look forward to working with you, sir.",101
6282,"Morning Captain  Is everything going well for you so far? I look forward to working with you, sir.",101
6283,"Morning Commander Is everything going well for you so far? I look forward to working with you, sir.",101
6284,"Morning How are you fairing? I look forward to working with you, sir.",101
6285,"Morning Captain Wang How are you fairing? I look forward to working with you, sir.",101
6286,"Morning Captain  How are you fairing? I look forward to working with you, sir.",101
6287,"Morning Commander How are you fairing? I look forward to working with you, sir.",101
6288,"Morning hope you are doing good I look forward to working with you, sir.",101
6289,"Morning Captain Wang hope you are doing good I look forward to working with you, sir.",101
6290,"Morning Captain  hope you are doing good I look forward to working with you, sir.",101
6291,"Morning Commander hope you are doing good I look forward to working with you, sir.",101
6292,"Morning How are you fairing this morning, I look forward to working with you, sir.",101
6293,"Morning Captain Wang How are you fairing this morning, I look forward to working with you, sir.",101
6294,"Morning Captain  How are you fairing this morning, I look forward to working with you, sir.",101
6295,"Morning Commander How are you fairing this morning, I look forward to working with you, sir.",101
6296,"Morning How are you fairing this morning, I look forward to working with you, sir.",101
6297,"Morning Captain Wang How are you fairing this morning, I look forward to working with you, sir.",101
6298,"Morning Captain  How are you fairing this morning, I look forward to working with you, sir.",101
6299,"Morning Commander How are you fairing this morning, I look forward to working with you, sir.",101
6300,Morning I am honored to make your acquantaince.,111
6301,Morning Captain Wang I am honored to make your acquantaince.,111
6302,Morning Captain  I am honored to make your acquantaince.,111
6303,Morning Commander I am honored to make your acquantaince.,111
6304,Morning How are you doing on this beautiful day? I am honored to make your acquantaince.,101
6305,Morning Captain Wang How are you doing on this beautiful day? I am honored to make your acquantaince.,101
6306,Morning Captain  How are you doing on this beautiful day? I am honored to make your acquantaince.,101
6307,Morning Commander How are you doing on this beautiful day? I am honored to make your acquantaince.,101
6308,Morning How are you doing this evening? I am honored to make your acquantaince.,101
6309,Morning Captain Wang How are you doing this evening? I am honored to make your acquantaince.,101
6310,Morning Captain  How are you doing this evening? I am honored to make your acquantaince.,101
6311,Morning Commander How are you doing this evening? I am honored to make your acquantaince.,101
6312,Morning How are you today? I am honored to make your acquantaince.,101
6313,Morning Captain Wang How are you today? I am honored to make your acquantaince.,101
6314,Morning Captain  How are you today? I am honored to make your acquantaince.,101
6315,Morning Commander How are you today? I am honored to make your acquantaince.,101
6316,Morning How are you doing this fine day? I am honored to make your acquantaince.,101
6317,Morning Captain Wang How are you doing this fine day? I am honored to make your acquantaince.,101
6318,Morning Captain  How are you doing this fine day? I am honored to make your acquantaince.,101
6319,Morning Commander How are you doing this fine day? I am honored to make your acquantaince.,101
6320,Morning How are you? I am honored to make your acquantaince.,101
6321,Morning Captain Wang How are you? I am honored to make your acquantaince.,101
6322,Morning Captain  How are you? I am honored to make your acquantaince.,101
6323,Morning Commander How are you? I am honored to make your acquantaince.,101
6324,Morning How are you doing today sir? I am honored to make your acquantaince.,101
6325,Morning Captain Wang How are you doing today sir? I am honored to make your acquantaince.,101
6326,Morning Captain  How are you doing today sir? I am honored to make your acquantaince.,101
6327,Morning Commander How are you doing today sir? I am honored to make your acquantaince.,101
6328,Morning I trust you are doing well today? I am honored to make your acquantaince.,101
6329,Morning Captain Wang I trust you are doing well today? I am honored to make your acquantaince.,101
6330,Morning Captain  I trust you are doing well today? I am honored to make your acquantaince.,101
6331,Morning Commander I trust you are doing well today? I am honored to make your acquantaince.,101
6332,Morning How are you and your soldiers faring today? I am honored to make your acquantaince.,101
6333,Morning Captain Wang How are you and your soldiers faring today? I am honored to make your acquantaince.,101
6334,Morning Captain  How are you and your soldiers faring today? I am honored to make your acquantaince.,101
6335,Morning Commander How are you and your soldiers faring today? I am honored to make your acquantaince.,101
6336,Morning How was your trip? I am honored to make your acquantaince.,101
6337,Morning Captain Wang How was your trip? I am honored to make your acquantaince.,101
6338,Morning Captain  How was your trip? I am honored to make your acquantaince.,101
6339,Morning Commander How was your trip? I am honored to make your acquantaince.,101
6340,Morning I hope you are well. I am honored to make your acquantaince.,101
6341,Morning Captain Wang I hope you are well. I am honored to make your acquantaince.,101
6342,Morning Captain  I hope you are well. I am honored to make your acquantaince.,101
6343,Morning Commander I hope you are well. I am honored to make your acquantaince.,101
6344,Morning how are you feeling today? I am honored to make your acquantaince.,101
6345,Morning Captain Wang how are you feeling today? I am honored to make your acquantaince.,101
6346,Morning Captain  how are you feeling today? I am honored to make your acquantaince.,101
6347,Morning Commander how are you feeling today? I am honored to make your acquantaince.,101
6348,Morning How have you been? I am honored to make your acquantaince.,101
6349,Morning Captain Wang How have you been? I am honored to make your acquantaince.,101
6350,Morning Captain  How have you been? I am honored to make your acquantaince.,101
6351,Morning Commander How have you been? I am honored to make your acquantaince.,101
6352,Morning I hope all is well with your company. I am honored to make your acquantaince.,101
6353,Morning Captain Wang I hope all is well with your company. I am honored to make your acquantaince.,101
6354,Morning Captain  I hope all is well with your company. I am honored to make your acquantaince.,101
6355,Morning Commander I hope all is well with your company. I am honored to make your acquantaince.,101
6356,Morning Is everything alright? I am honored to make your acquantaince.,101
6357,Morning Captain Wang Is everything alright? I am honored to make your acquantaince.,101
6358,Morning Captain  Is everything alright? I am honored to make your acquantaince.,101
6359,Morning Commander Is everything alright? I am honored to make your acquantaince.,101
6360,Morning How was your travel to get here? I am honored to make your acquantaince.,101
6361,Morning Captain Wang How was your travel to get here? I am honored to make your acquantaince.,101
6362,Morning Captain  How was your travel to get here? I am honored to make your acquantaince.,101
6363,Morning Commander How was your travel to get here? I am honored to make your acquantaince.,101
6364,Morning Is everything going well for you so far? I am honored to make your acquantaince.,101
6365,Morning Captain Wang Is everything going well for you so far? I am honored to make your acquantaince.,101
6366,Morning Captain  Is everything going well for you so far? I am honored to make your acquantaince.,101
6367,Morning Commander Is everything going well for you so far? I am honored to make your acquantaince.,101
6368,Morning How are you fairing? I am honored to make your acquantaince.,101
6369,Morning Captain Wang How are you fairing? I am honored to make your acquantaince.,101
6370,Morning Captain  How are you fairing? I am honored to make your acquantaince.,101
6371,Morning Commander How are you fairing? I am honored to make your acquantaince.,101
6372,Morning hope you are doing good I am honored to make your acquantaince.,101
6373,Morning Captain Wang hope you are doing good I am honored to make your acquantaince.,101
6374,Morning Captain  hope you are doing good I am honored to make your acquantaince.,101
6375,Morning Commander hope you are doing good I am honored to make your acquantaince.,101
6376,"Morning How are you fairing this morning, I am honored to make your acquantaince.",101
6377,"Morning Captain Wang How are you fairing this morning, I am honored to make your acquantaince.",101
6378,"Morning Captain  How are you fairing this morning, I am honored to make your acquantaince.",101
6379,"Morning Commander How are you fairing this morning, I am honored to make your acquantaince.",101
6380,"Morning How are you fairing this morning, I am honored to make your acquantaince.",101
6381,"Morning Captain Wang How are you fairing this morning, I am honored to make your acquantaince.",101
6382,"Morning Captain  How are you fairing this morning, I am honored to make your acquantaince.",101
6383,"Morning Commander How are you fairing this morning, I am honored to make your acquantaince.",101
6384,Morning it's good to see you in this fine morning.,111
6385,Morning Captain Wang it's good to see you in this fine morning.,111
6386,Morning Captain  it's good to see you in this fine morning.,111
6387,Morning Commander it's good to see you in this fine morning.,111
6388,Morning How are you doing on this beautiful day? it's good to see you in this fine morning.,101
6389,Morning Captain Wang How are you doing on this beautiful day? it's good to see you in this fine morning.,101
6390,Morning Captain  How are you doing on this beautiful day? it's good to see you in this fine morning.,101
6391,Morning Commander How are you doing on this beautiful day? it's good to see you in this fine morning.,101
6392,Morning How are you doing this evening? it's good to see you in this fine morning.,101
6393,Morning Captain Wang How are you doing this evening? it's good to see you in this fine morning.,101
6394,Morning Captain  How are you doing this evening? it's good to see you in this fine morning.,101
6395,Morning Commander How are you doing this evening? it's good to see you in this fine morning.,101
6396,Morning How are you today? it's good to see you in this fine morning.,101
6397,Morning Captain Wang How are you today? it's good to see you in this fine morning.,101
6398,Morning Captain  How are you today? it's good to see you in this fine morning.,101
6399,Morning Commander How are you today? it's good to see you in this fine morning.,101
6400,Morning How are you doing this fine day? it's good to see you in this fine morning.,101
6401,Morning Captain Wang How are you doing this fine day? it's good to see you in this fine morning.,101
6402,Morning Captain  How are you doing this fine day? it's good to see you in this fine morning.,101
6403,Morning Commander How are you doing this fine day? it's good to see you in this fine morning.,101
6404,Morning How are you? it's good to see you in this fine morning.,101
6405,Morning Captain Wang How are you? it's good to see you in this fine morning.,101
6406,Morning Captain  How are you? it's good to see you in this fine morning.,101
6407,Morning Commander How are you? it's good to see you in this fine morning.,101
6408,Morning How are you doing today sir? it's good to see you in this fine morning.,101
6409,Morning Captain Wang How are you doing today sir? it's good to see you in this fine morning.,101
6410,Morning Captain  How are you doing today sir? it's good to see you in this fine morning.,101
6411,Morning Commander How are you doing today sir? it's good to see you in this fine morning.,101
6412,Morning I trust you are doing well today? it's good to see you in this fine morning.,101
6413,Morning Captain Wang I trust you are doing well today? it's good to see you in this fine morning.,101
6414,Morning Captain  I trust you are doing well today? it's good to see you in this fine morning.,101
6415,Morning Commander I trust you are doing well today? it's good to see you in this fine morning.,101
6416,Morning How are you and your soldiers faring today? it's good to see you in this fine morning.,101
6417,Morning Captain Wang How are you and your soldiers faring today? it's good to see you in this fine morning.,101
6418,Morning Captain  How are you and your soldiers faring today? it's good to see you in this fine morning.,101
6419,Morning Commander How are you and your soldiers faring today? it's good to see you in this fine morning.,101
6420,Morning How was your trip? it's good to see you in this fine morning.,101
6421,Morning Captain Wang How was your trip? it's good to see you in this fine morning.,101
6422,Morning Captain  How was your trip? it's good to see you in this fine morning.,101
6423,Morning Commander How was your trip? it's good to see you in this fine morning.,101
6424,Morning I hope you are well. it's good to see you in this fine morning.,101
6425,Morning Captain Wang I hope you are well. it's good to see you in this fine morning.,101
6426,Morning Captain  I hope you are well. it's good to see you in this fine morning.,101
6427,Morning Commander I hope you are well. it's good to see you in this fine morning.,101
6428,Morning how are you feeling today? it's good to see you in this fine morning.,101
6429,Morning Captain Wang how are you feeling today? it's good to see you in this fine morning.,101
6430,Morning Captain  how are you feeling today? it's good to see you in this fine morning.,101
6431,Morning Commander how are you feeling today? it's good to see you in this fine morning.,101
6432,Morning How have you been? it's good to see you in this fine morning.,101
6433,Morning Captain Wang How have you been? it's good to see you in this fine morning.,101
6434,Morning Captain  How have you been? it's good to see you in this fine morning.,101
6435,Morning Commander How have you been? it's good to see you in this fine morning.,101
6436,Morning I hope all is well with your company. it's good to see you in this fine morning.,101
6437,Morning Captain Wang I hope all is well with your company. it's good to see you in this fine morning.,101
6438,Morning Captain  I hope all is well with your company. it's good to see you in this fine morning.,101
