,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30
234,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.9194439053535461,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505
235,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.8925918936729431,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053
236,"I'd really prefer just to wait until the brief, if that is ok.",0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.8388885855674744,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961
237,Can you explain to me why we are setting up two individual aid stations?,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.8619042634963989,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325
238,He is busy today,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.6777768135070801,0.011111143976449966,0.011111143976449966,0.011111143976449966,0.011111143976449966
239,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.9121209383010864,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984,0.0030303115490823984
240,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.016828706488013268,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.9113761186599731,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933
241,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.9033330678939819,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128,0.003333341795951128
242,"No, he is not here. I am taking his place.",0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.6777766346931458,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563
243,Can I talk with you in private once questions are over?,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.7583324313163757,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072
244,I don't have any questions right now.,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.7583321332931519,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243
245,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.9395829439163208,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391,0.002083346014842391
246,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.8925918936729431,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053
247,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.8925917744636536,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348,0.0037037294823676348
248,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.8388885259628296,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972,0.005555568728595972
249,I’d rather not say.,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.6777766346931458,0.011111151427030563,0.011111151427030563,0.011111151427030563
250,Can you explain to me why we are setting up two individual aid stations?,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.8619042634963989,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325,0.004761922638863325
251,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.9033328890800476,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932,0.003333347151055932
252,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.879165768623352,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023,0.00416669761762023
253,I don't have any questions right now.,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.7583321332931519,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243,0.008333373814821243
254,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.9256407022476196,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106,0.002564112888649106
255,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.9309517741203308,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016,0.0023809727281332016
256,"I'd really prefer just to wait until the brief, if that is ok.",0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.8388885855674744,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961
257,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.879165768623352,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942
258,The plan was to use one large aid station with American medics running it. How is this way better?,0.0027778164949268103,0.31888630986213684,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.6033348441123962,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103,0.0027778164949268103
259,Can I talk with you in private once questions are over?,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.7583324313163757,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072,0.008333365432918072
260,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.879165768623352,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942
261,"I'd really prefer just to wait until the brief, if that is ok.",0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.8388885855674744,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961
262,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.91944420337677,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917,0.002777785062789917
263,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.28596585988998413,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.642238974571228,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933,0.0025641133543103933
264,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.8619044423103333,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728,0.004761915188282728
265,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.892592191696167,0.003703715279698372,0.003703715279698372,0.003703715279698372,0.003703715279698372
266,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.8925919532775879,0.003703723894432187
267,Can I talk with you in private once questions are over?,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.7583324313163757,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497,0.008333364501595497
268,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.9256406426429749,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968
269,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.9256406426429749,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968,0.002564114285632968
270,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.004166680388152599,0.8791662454605103
271,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.003703723894432187,0.8925919532775879,0.003703723894432187
272,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.879165768623352,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942,0.004166697151958942
273,"I'd really prefer just to wait until the brief, if that is ok.",0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.8388885855674744,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961,0.005555565468966961
274,"Our medics are better at doing this sort of thing, and your men are better at site security.",0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.879165530204773,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689,0.004166706465184689
275,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.91944420337677,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606,0.0027777852956205606
276,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.8925918936729431,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053,0.0037037250585854053
277,I’d rather not say.,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.011111151427030563,0.6777766346931458,0.011111151427030563,0.011111151427030563,0.011111151427030563
