,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28
176,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.9123373031616211,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985,0.0032467651180922985
177,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.892856776714325,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507
178,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.892856776714325,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507
179,Why does it have to be in private? We don't have a ton of time. ,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.7589266300201416,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346
180,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.892856776714325,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219
181,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.892856776714325,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507,0.003968268167227507
182,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.9258238077163696,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678
183,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.9258239269256592,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383
184,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.9397318363189697,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577,0.0022321543656289577
185,I don't have any questions right now.,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.7589278817176819,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615
186,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.9035709500312805,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887
187,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.9258239269256592,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182,0.002747261431068182
188,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.8622445464134216,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655,0.005102054215967655
189,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.8928563594818115,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126
190,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.8928561806678772,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355,0.0039682891219854355
191,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.9258236289024353,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779,0.00274727214127779
192,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.9258238077163696,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678,0.0027472656220197678
193,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.8928568959236145,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059,0.003968262579292059
194,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.9258239269256592,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383,0.0027472611982375383
195,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.8928563594818115,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126,0.003968282137066126
196,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.8794639706611633,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702,0.00446429755538702
197,"Hello, sir. Have you eaten yet?",0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.8071414232254028,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146,0.007142909336835146
198,"When I made the plan, I believed that securing the site and protecting the victims was the most important task. Your men have good experience in security, so I wanted them to make sure everyone is safe. Our supplies are better suited for running the aid station.",0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.0014881023671478033,0.9598212838172913,0.0014881023671478033,0.0014881023671478033
199,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.9397319555282593,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283
200,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.9035709500312805,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887,0.0035714467521756887
201,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.8392850160598755,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489,0.005952406674623489
202,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.8794631361961365,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695,0.004464327823370695
203,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.8928561806678772,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148,0.003968288656324148
204,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.0025510392151772976,0.9311219453811646
205,I don't have any questions right now.,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.7589278817176819,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615,0.008928596042096615
206,Why does it have to be in private? We don't have a ton of time. ,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.7589266300201416,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346
207,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.9258238673210144,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837,0.002747264923527837
208,Why does it have to be in private? We don't have a ton of time. ,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.7589266300201416,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346,0.008928642608225346
209,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.892856776714325,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219,0.003968267701566219
210,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.9397319555282593,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283,0.0022321499418467283
211,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.8392848968505859,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788,0.005952410399913788
212,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.9258236289024353,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464,0.0027472719084471464
213,Can you explain to me why we are setting up two individual aid stations?,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.8622440099716187,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722,0.005102073773741722
214,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.8794639706611633,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733,0.004464297089725733
215,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.8794636130332947,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777,0.004464310128241777
216,The plan was to use one large aid station with American medics running it. How is this way better?,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.919642448425293,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066,0.0029762047342956066
217,Why does it have to be in private? We don't have a ton of time. ,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.7589266300201416,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792,0.00892864353954792
218,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.8622444868087769,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425,0.0051020546816289425
219,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.9464284181594849,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406,0.0019841345492750406
220,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.9196425676345825,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955,0.0029762014746665955
