,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
200,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.0050000278279185295,0.0050000278279185295,0.9049994945526123,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.005000028293579817,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295,0.0050000278279185295
201,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.8416663408279419,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453
202,"I saw you pointing at the containers here.Would the issue have to do with that? We can make this work, we have to.",0.006250107195228338,0.006250107195228338,0.8812479972839355,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250109523534775,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338,0.006250107195228338
203,"Unfortunately, he was assigned another mission at the last minute and cannot make it today.",0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.8944438695907593,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752,0.005555587820708752
204,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.9321426153182983,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537,0.0035714406985789537
205,I don't have any questions right now.,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.7624983191490173,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529,0.012500087730586529
206,Why does it have to be in private? We don't have a ton of time. ,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.7624985575675964,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791
207,What benefit does your way have? If we split up the supplies we won't be able to give every person what they need at a single station.,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188308671117,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.003846188075840473,0.9269224405288696,0.003846188075840473,0.003846188075840473,0.003846188075840473
208,Why does it have to be in private? We don't have a ton of time. ,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.7624985575675964,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791,0.01250007376074791
209,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.894443929195404,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453,0.005555584095418453
210,Our American medics are trained at running aid stations and treating patients. They have much more experience than your medics. Our medics should handle the flow of patients.,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.003125014714896679,0.9406247138977051,0.003125014714896679,0.003125014714896679
211,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.841665506362915,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609
212,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.0038461624644696712,0.9269229173660278
213,Can you explain to me why we are setting up two individual aid stations?,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.8642850518226624,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803
214,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.8812493681907654,0.006250034552067518,0.006250034552067518,0.006250034552067518,0.006250034552067518
215,"Yes, I have a few problems with your plan. Why are we setting up two aid stations?",0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.8812494874000549,0.006250027567148209,0.006250027567148209,0.006250027567148209,0.006250027567148209
216,The plan was to use one large aid station with American medics running it. How is this way better?,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166753031313419,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.9208317399024963,0.004166752565652132,0.004166752565652132
217,Why does it have to be in private? We don't have a ton of time. ,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.7624986171722412,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335,0.012500072829425335
218,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.8642854690551758,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449,0.007142872549593449
219,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.002777794608846307,0.002777794608846307,0.002777794608846307,0.5004842877388,0.002777794608846307,0.002777794608846307,0.44951534271240234,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307,0.002777794608846307
220,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.9208330512046814,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323,0.004166683182120323
221,The plan was to use one large aid station with American medics running it. How is this way better?,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.004166753031313419,0.9208317399024963,0.004166753031313419,0.004166753031313419
222,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.8416664004325867,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878
223,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555572919547558,0.005555571988224983,0.005555571988224983,0.8944441676139832,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983,0.005555571988224983
224,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.8416663408279419,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453,0.008333351463079453
225,Can I talk with you in private once questions are over?,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.7624984979629517,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500087730586529,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500078417360783,0.012500078417360783
226,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.841665506362915,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609
227,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.003846174804493785,0.0038461745716631413,0.0038461745716631413,0.9269226789474487,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413,0.0038461745716631413
228,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.00555557431653142,0.8944441080093384,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142
229,"I'd really prefer just to wait until the brief, if that is ok.",0.00833338126540184,0.00833338126540184,0.00833338126540184,0.008333384059369564,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.8416658043861389,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184
230,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.00416670273989439,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.004166703205555677,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.00416670273989439,0.920832633972168,0.00416670273989439,0.00416670273989439,0.00416670273989439
231,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.3479897081851959,0.0027777948416769505,0.0027777948416769505,0.6020099520683289,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505,0.0027777948416769505
232,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.841665506362915,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609,0.008333397097885609
233,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.8944441676139832,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558,0.005555572919547558
234,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.9208326935768127,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666,0.004166699945926666
235,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.00555558642372489,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.005555585026741028,0.894443929195404,0.005555585026741028
236,"I'd really prefer just to wait until the brief, if that is ok.",0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.8416658043861389,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415
237,Can you explain to me why we are setting up two individual aid stations?,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.0071428921073675156,0.8642850518226624,0.0071428921073675156,0.0071428935043513775,0.0071428921073675156,0.0071428921073675156
238,He is busy today,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.6833324432373047,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298,0.0166667141020298
239,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.9136360287666321,0.00454547256231308,0.004545473027974367,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308,0.00454547256231308
240,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.003846169449388981,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.9269227981567383,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.003846169449388981,0.0038461696822196245,0.003846169449388981,0.003846169449388981,0.003846169449388981
241,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.9049992561340332,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287,0.005000040400773287
242,"No, he is not here. I am taking his place.",0.01666676253080368,0.01666676253080368,0.6833314895629883,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368,0.01666676253080368
243,Can I talk with you in private once questions are over?,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.7624984979629517,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500078417360783,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208
244,I don't have any questions right now.,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.012500088661909103,0.7624983191490173,0.012500088661909103,0.012500088661909103,0.012500094249844551,0.012500088661909103,0.012500088661909103,0.012500088661909103
245,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.940624475479126,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545,0.0031250284519046545
246,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.005555585492402315,0.8944438695907593,0.005555585492402315
247,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.00555557431653142,0.8944441080093384,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142,0.00555557431653142
248,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.8416664004325867,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878,0.008333350531756878
249,I’d rather not say.,0.016666745766997337,0.6833318471908569,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337,0.016666745766997337
250,Can you explain to me why we are setting up two individual aid stations?,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.8642850518226624,0.007142892573028803,0.007142892573028803,0.007142892573028803,0.007142892573028803
251,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.005000027362257242,0.005000027362257242,0.9049994945526123,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.005000027362257242,0.0050000278279185295,0.005000027362257242,0.005000027362257242,0.005000027362257242
252,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.8812494874000549,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.0062500289641320705,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.006250028498470783,0.006250028498470783
253,I don't have any questions right now.,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500097043812275,0.012500103563070297,0.012500097043812275,0.012500097043812275,0.762498140335083,0.012500097043812275,0.012500097043812275,0.012500097043812275
254,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.003846169915050268,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.9269227981567383,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.003846169915050268,0.0038461703807115555,0.003846169915050268,0.003846169915050268,0.003846169915050268
255,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.9321426153182983,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831,0.00357144046574831
256,"I'd really prefer just to wait until the brief, if that is ok.",0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.8416658043861389,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184,0.00833338126540184
257,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.8812494874000549,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705
258,The plan was to use one large aid station with American medics running it. How is this way better?,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166753031313419,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.004166752565652132,0.9208317399024963,0.004166752565652132,0.004166752565652132
259,Can I talk with you in private once questions are over?,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.7624984979629517,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500082142651081,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208,0.012500077486038208
260,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.8812494874000549,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705,0.0062500289641320705
261,"I'd really prefer just to wait until the brief, if that is ok.",0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333384059369564,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.8416658043861389,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415,0.008333382196724415
262,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.9208330512046814,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486,0.0041666822507977486
